0	202	202.0	202.0
1	221	211.5	230.5
2	347	256.666666666667	385.355783878997
3	642	353.0	704.826661866323
4	601	402.6	774.605591355829
5	711	454.0	864.076415643068
6	731	493.571428571429	919.858866331254
7	796	531.375	977.492627425772
8	835	565.111111111111	1026.98501833346
9	885	597.1	1075.46509069956
10	893	624.0	1110.80031373711
11	669	627.75	1094.48913127856
12	68	584.692307692308	1123.28156727009
13	280	562.928571428571	1105.13594571879
14	727	573.866666666667	1104.04543735528
15	293	556.3125	1087.35897572035
16	841	573.058823529412	1105.38356766404
17	771	584.055555555556	1109.26978580291
18	581	583.894736842105	1095.10255110445
19	446	577.0	1078.87608032262
20	393	568.238095238095	1064.24919525287
21	246	553.590909090909	1056.44807626516
22	206	538.478260869565	1050.30801162836
23	190	523.958333333333	1044.00688208196
24	203	511.12	1035.95851078213
25	293	502.730769230769	1024.170066588
26	378	498.111111111111	1011.96721817362
27	507	498.428571428571	1003.03603657108
28	704	505.51724137931	1006.9913774579
29	686	511.533333333333	1008.81815670476
30	876	523.290322580645	1029.1581348561
31	899	535.03125	1049.81141773546
32	902	546.151515151515	1068.4511206172
33	669	549.764705882353	1065.99790873082
34	954	561.314285714286	1087.64493060883
35	1037	574.527777777778	1116.53546245293
36	990	585.756756756757	1137.10917858932
37	358	579.763157894737	1128.6770010452
38	293	572.410256410256	1121.77216466918
39	974	582.45	1139.20649075696
40	893	590.024390243902	1148.23293380828
41	757	594.0	1147.86812939716
42	609	594.348837209302	1141.75742721607
43	484	591.840909090909	1133.99183460248
44	423	588.088888888889	1126.48796800684
45	313	582.108695652174	1120.63377128826
46	263	575.31914893617	1115.98620838364
47	294	569.458333333333	1110.46525847899
48	230	562.530612244898	1106.52507530808
49	267	556.62	1101.46741203386
50	384	553.235294117647	1094.83402963262
51	550	553.173076923077	1089.53958783112
52	636	554.735849056604	1086.4960661134
53	690	557.240740740741	1085.31522134407
54	688	559.618181818182	1084.03529420926
55	732	562.696428571429	1084.41185724918
56	830	567.385964912281	1089.24603278502
57	881	572.793103448276	1096.5378107537
58	865	577.745762711864	1102.48370773312
59	858	582.416666666667	1107.68768137135
60	946	588.377049180328	1117.44491664616
61	872	592.951612903226	1122.5780701192
62	832	596.746031746032	1125.53932328357
63	604	596.859375	1121.50828941652
