0	3087	3087.0	3087.0
1	2714	2900.5	3273.5
2	3316	3039.0	3535.19619775515
3	3222	3084.75	3542.7617356575
4	2836	3035.0	3490.4347373664
5	2618	2965.5	3484.5911930159
6	2077	2838.57142857143	3624.46117521376
7	1870	2717.5	3692.61640330783
8	1463	2578.11111111111	3789.28334198478
9	1219	2442.2	3851.18198710984
10	1134	2323.27272727273	3862.9163911022
11	1176	2227.66666666667	3832.39204988822
12	1264	2153.53846153846	3778.59696754032
13	1449	2103.21428571429	3710.65842890228
14	1897	2089.46666666667	3645.80919394729
15	1777	2069.9375	3584.43336806138
16	2665	2104.94117647059	3600.66535214222
17	3386	2176.11111111111	3743.69947670669
18	3721	2257.42105263158	3931.94009632766
19	3968	2342.95	4137.32136345852
20	4185	2430.66666666667	4349.51615661614
21	4175	2509.95454545455	4520.59926134886
22	4113	2579.65217391304	4651.94698328202
23	4318	2652.08333333333	4796.40824004769
24	4016	2706.64	4874.57482411257
25	3635	2742.34615384615	4897.95914482202
26	3147	2757.33333333333	4878.16538528667
27	2774	2757.92857142857	4840.55348989575
28	2487	2748.58620689655	4797.37582550261
29	2142	2728.36666666667	4754.4577790196
30	1719	2695.8064516129	4720.61372523609
31	1400	2655.3125	4698.60753728047
32	1118	2608.72727272727	4688.70834914045
33	1032	2562.35294117647	4679.65143536542
34	1128	2521.37142857143	4662.23069989027
35	1217	2485.13888888889	4639.14833655092
36	1518	2459.0	4606.73011541223
37	2368	2456.60526315789	4576.08760012872
38	2656	2461.71794871795	4554.80032541373
39	3287	2482.35	4565.1066612545
40	2509	2483.0	4540.21682697054
41	3290	2502.21428571429	4549.63284788165
42	3626	2528.3488372093	4579.97811074804
43	3572	2552.06818181818	4603.96678810843
44	3623	2575.86666666667	4629.25573950319
45	3845	2603.45652173913	4667.85999201589
46	2714	2605.8085106383	4648.38134121764
47	2615	2606.0	4627.18574933956
48	3566	2625.59183673469	4644.3830255958
49	3038	2633.84	4635.67461294883
50	3752	2655.76470588235	4661.98130272544
51	3312	2668.38461538462	4663.37646629707
52	2727	2669.49056603774	4645.63648619576
53	2240	2661.53703703704	4622.7218532647
54	1796	2645.8	4602.7893909686
55	1317	2622.07142857143	4593.18481434908
56	827	2590.57894736842	4600.37568833043
57	1017	2563.44827586207	4597.52419661021
58	1048	2537.76271186441	4592.12390463713
59	1243	2516.18333333333	4580.14988641074
60	1115	2493.2131147541	4570.89306659048
61	1549	2477.98387096774	4552.52473713814
62	1479	2462.12698412698	4535.23193226066
63	1511	2447.265625	4517.5961011012
64	3235	2459.38461538462	4522.85848071449
65	3945	2481.89393939394	4561.5921147211
66	3881	2502.77611940298	4594.59623155399
67	3133	2512.04411764706	4593.96216524654
68	3072	2520.15942028986	4591.26517055358
69	3978	2540.98571428571	4626.15033246289
70	3190	2550.12676056338	4626.19750563541
71	3391	2561.80555555556	4632.78204662039
72	2385	2559.38356164384	4616.53703132548
73	3687	2574.62162162162	4634.35334654858
74	3776	2590.64	4655.07172849092
75	3242	2599.21052631579	4655.38104238097
76	2751	2601.18181818182	4644.24607465548
77	2327	2597.66666666667	4628.52930178876
78	1846	2588.15189873418	4613.1064714669
79	1185	2570.6125	4606.88280361271
80	1115	2552.64197530864	4601.67769693671
81	1084	2534.73170731707	4596.59435204748
82	966	2515.8313253012	4593.62510008559
83	1168	2499.78571428571	4585.76478260577
84	1534	2488.42352941176	4572.52864986025
85	2199	2485.05813953488	4557.93999718657
86	2510	2485.34482758621	4546.28599920695
87	2639	2487.09090909091	4536.547591779
88	3329	2496.55056179775	4542.17451290034
89	3795	2510.97777777778	4563.33776304737
90	3863	2525.83516483516	4586.26252397853
91	3922	2541.01086956522	4610.56290037359
92	3986	2556.54838709677	4636.41181346765
93	3755	2569.29787234043	4652.63191936007
94	4097	2585.37894736842	4681.04770743318
95	4093	2601.08333333333	4708.16612451381
96	4267	2618.25773195876	4741.2959804131
97	3627	2628.55102040816	4750.43884222231
98	3263	2634.9595959596	4749.91312687097
99	3079	2639.4	4745.60658056137
100	2992	2642.89108910891	4739.8077298217
101	1975	2636.3431372549	4727.10202931146
102	1853	2628.73786407767	4714.98617072376
103	1194	2614.94230769231	4709.93453875782
104	1158	2601.06666666667	4705.17845559744
105	867	2584.70754716981	4705.53764394673
106	721	2567.28971962617	4708.43826300444
107	1034	2553.09259259259	4704.44910758385
108	1496	2543.39449541284	4694.32545696105
109	1655	2535.31818181818	4683.08068657971
110	2547	2535.42342342342	4673.49057360984
111	2895	2538.63392857143	4668.2095066006
112	3235	2544.79646017699	4668.93680117814
113	3095	2549.62280701754	4666.91404887154
114	3800	2560.49565217391	4681.30870994476
115	3907	2572.10344827586	4698.38054734395
116	3860	2583.11111111111	4713.51836366364
117	3930	2594.52542372881	4730.20942422067
118	3585	2602.8487394958	4737.21426840645
119	3656	2611.625	4745.68601228776
120	4163	2624.44628099174	4768.1540899702
121	3979	2635.54918032787	4784.38143815825
122	4371	2649.65853658537	4812.31608314521
123	3271	2654.66935483871	4811.45457784516
124	2487	2653.328	4801.67646746611
125	2305	2650.56349206349	4791.26249518613
126	1812	2643.96062992126	4781.3614121884
127	1481	2634.875	4773.73580951987
128	1280	2624.37209302326	4768.14023202151
129	1109	2612.71538461538	4764.57584956001
130	1000	2600.40458015267	4762.34009661024
131	1159	2589.48484848485	4757.67266161846
132	1573	2581.84210526316	4748.99081366717
133	1702	2575.27611940298	4739.62831839948
134	2539	2575.00740740741	4731.33756142229
135	3212	2579.69117647059	4730.83428592092
136	3272	2584.74452554745	4731.26069845112
137	3361	2590.36956521739	4733.14418632774
138	3873	2599.59712230216	4745.62890573558
139	2635	2599.85	4738.21196221046
140	3581	2606.8085106383	4743.92756187127
141	3382	2612.2676056338	4745.79100127447
142	3471	2618.27272727273	4749.13484876276
143	2207	2615.41666666667	4739.96543575205
144	1258	2606.05517241379	4735.15303258106
145	3074	2609.2602739726	4732.45774708992
146	3102	2612.61224489796	4730.12557857778
147	3158	2616.2972972973	4728.53572133252
148	2823	2617.68456375839	4723.09359111381
149	2472	2616.71333333333	4715.2265509763
150	1842	2611.58278145695	4706.90788838302
151	1611	2605.0	4699.67809359564
152	1327	2596.64705882353	4694.60316932713
153	1127	2587.1038961039	4691.52192243556
154	998	2576.85161290323	4689.84738003696
155	1056	2567.10256410256	4687.25778555467
156	919	2556.6050955414	4686.20366131879
157	1388	2549.20886075949	4680.13368588094
158	1898	2545.11320754717	4671.82034993677
159	2436	2544.43125	4664.55177277547
160	2265	2542.69565217391	4656.67772421667
161	3365	2547.77160493827	4659.15198863897
162	3852	2555.77300613497	4670.49861656108
163	3979	2564.4512195122	4684.33299606942
164	3719	2571.44848484848	4692.48169683609
165	3680	2578.1265060241	4699.70943599784
166	3715	2584.93413173653	4707.41702009817
167	3876	2592.61904761905	4718.07646404144
